0.0,2.98,6.86,18.93,40.83,51.46,51.51,47.83,34.01,15.81
,0.0,4.1,17.07,37.91,48.66,48.56,44.85,31.06,13.04
,,0.0,13.49,34.95,46.13,45.41,41.48,28.01,8.96
,,,0.0,35.07,47.41,43.87,38.9,28.43,8.9
,,,,0.0,12.43,10.92,9.2,6.99,28.5
,,,,,0.0,9.8,14.11,19.02,40.46
,,,,,,0.0,5.6,17.5,38.32
,,,,,,,0.0,14.34,33.9
,,,,,,,,0.0,21.55
,,,,,,,,,0.0
